longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-120.141,36.0443,18,9863,2839,3536,1550,3.9076,<1H OCEAN,380579
-120.7846,32.5627,2,12735,1707,6136,2099,13.7651,INLAND,500000
-114.8502,35.3681,10,13275,3237,5242,1636,3.4478,<1H OCEAN,408360
-115.8611,38.6267,45,2511,656,1026,357,12.6819,INLAND,500000
-114.4874,41.7074,50,7425,1953,2718,1099,3.103,INLAND,353031
-123.0797,40.5124,47,11765,1698,7598,2155,10.2221,NEAR OCEAN,500000
-116.8805,32.7718,12,10470,2099,6426,2592,3.1076,INLAND,319499
-114.7602,40.9965,47,9913,2669,3012,1204,13.9232,INLAND,500000
-122.4978,39.9121,13,13760,2400,2831,1013,8.9101,INLAND,472920
-123.6704,39.8855,50,804,164,458,193,5.6098,<1H OCEAN,393353
-116.7757,36.8552,47,8375,1416,5431,1501,2.9645,INLAND,321384
-118.4789,36.2912,11,12240,2490,3626,1338,6.1967,<1H OCEAN,452273
-115.7465,35.3974,19,11734,3283,3859,1311,10.8703,<1H OCEAN,500000
-122.9215,33.1675,35,5985,1208,3715,1242,6.3893,INLAND,384155
-116.2224,34.6954,39,9809,2158,4959,1490,4.4453,NEAR OCEAN,419411
-122.2894,34.8681,26,14308,2757,4261,1382,9.0837,<1H OCEAN,500000
-122.6774,37.1003,46,4797,972,2113,573,6.8495,<1H OCEAN,469438
-122.6712,39.576,14,7959,976,4951,1486,3.3213,<1H OCEAN,361140
-116.025,37.0038,45,12267,2098,6819,2075,3.1558,INLAND,354854
-117.5517,33.0937,44,7732,1535,4027,1587,10.9045,INLAND,500000
-119.0043,41.5532,24,11325,2650,5871,1524,14.6454,<1H OCEAN,500000
-120.6828,41.4116,41,8940,1797,2136,812,4.2633,NEAR OCEAN,449497
-115.385,39.9308,1,13853,2504,7790,2292,11.8241,NEAR OCEAN,500000
-120.3392,41.8685,51,1038,197,299,79,2.2265,INLAND,270893
-116.0044,37.6681,43,13918,2277,8562,2655,6.3421,INLAND,462140
-119.862,41.6,22,13936,3991,4631,1365,8.0936,INLAND,476098
-120.4976,33.2607,23,4015,858,2324,837,4.7625,INLAND,359761
-119.6214,35.9874,19,1047,128,296,95,8.4141,INLAND,403604
-121.2699,34.6686,18,4909,606,1999,885,13.3566,<1H OCEAN,500000
-116.7094,34.3908,12,4707,1389,957,423,14.2221,INLAND,500000
-119.2122,33.8735,28,6775,1083,3252,1101,2.4078,INLAND,275483
-121.9768,38.4007,28,4973,1317,2824,1155,4.8058,<1H OCEAN,459778
-115.1563,39.8944,33,12646,1650,6439,1626,14.7079,<1H OCEAN,500000
-120.4266,37.986,19,14549,4158,5988,2153,4.7859,<1H OCEAN,405642
-118.7949,33.9314,28,4668,1294,805,320,10.6979,NEAR BAY,500000
-115.0859,40.1746,52,10664,2375,6576,1929,4.5484,<1H OCEAN,430524
-117.9703,38.528,49,5392,655,2710,710,5.9891,NEAR OCEAN,445632
-123.1553,36.1988,37,3520,585,1840,517,3.6779,INLAND,297608
-114.7449,38.8868,26,10950,2115,5993,2027,12.9882,NEAR OCEAN,500000
-117.9348,34.9931,35,4898,993,2565,901,13.3571,INLAND,500000
-120.9273,35.7948,34,4511,783,1671,545,5.1568,NEAR BAY,500000
-122.9266,41.1744,35,10388,1308,5368,1814,12.5303,<1H OCEAN,500000
-116.2351,35.2807,40,3873,876,1791,616,6.0154,INLAND,412720
-118.0129,36.9679,16,1764,378,1017,410,2.3863,<1H OCEAN,289132
-118.898,40.9173,38,12410,2121,6840,1853,11.6131,INLAND,500000
-115.2144,39.2026,13,2040,258,348,140,9.3502,INLAND,458761
-116.2905,33.1347,23,6258,1871,2124,823,4.8414,INLAND,284968
-122.7999,33.9346,22,7331,1515,1226,488,4.542,INLAND,323302
-121.1642,32.6237,16,11683,2991,2348,931,14.6587,<1H OCEAN,500000
-121.8104,38.4807,28,11279,2271,5083,1749,13.075,INLAND,500000
-116.7469,36.7581,48,926,118,543,158,12.3372,INLAND,500000
-124.0073,33.8122,35,9636,1693,2022,722,2.7922,<1H OCEAN,367169
-118.5257,41.5546,45,11852,2105,4450,1965,11.5726,NEAR BAY,500000
-116.5577,37.5288,46,6897,1868,4175,1535,4.0036,NEAR BAY,477482
-115.3895,34.8238,8,12110,2879,6747,1701,14.6834,NEAR OCEAN,500000
-120.8539,37.2557,44,9457,1603,3875,1015,1.7292,NEAR OCEAN,423427
-115.9568,38.9384,22,13163,3872,7052,3163,5.9299,<1H OCEAN,500000
-123.2193,33.2666,21,482,85,198,52,7.0011,NEAR BAY,500000
-115.6993,35.1322,26,1281,383,293,75,12.5388,INLAND,500000
-123.0471,40.1355,40,4085,1222,867,277,11.7271,<1H OCEAN,500000
-120.2897,36.8708,21,3081,475,752,333,6.2499,NEAR OCEAN,445232
-116.2016,37.6878,25,10976,1934,3572,1120,8.9178,<1H OCEAN,500000
-122.8178,36.6185,41,14396,2986,8857,2940,12.6983,INLAND,500000
-122.0071,32.9627,1,3170,759,1742,656,1.2548,<1H OCEAN,223314
-116.9686,34.108,6,9544,2052,3496,890,12.2305,INLAND,500000
-116.9912,36.7381,23,7185,2115,2849,1223,14.2565,INLAND,500000
-117.7975,34.5163,51,11889,2976,3362,1189,1.4489,INLAND,277022
-117.2578,33.0198,23,1147,181,575,197,1.6381,<1H OCEAN,332652
-118.8034,40.4803,43,4960,689,2734,1154,5.8232,INLAND,429460
-121.7766,41.7732,43,10109,2465,2723,1199,2.2288,INLAND,278599
-120.817,40.0055,23,13636,2025,2330,779,7.7099,<1H OCEAN,500000
-122.4941,40.5756,32,266,69,122,34,11.2019,NEAR BAY,500000
-115.0656,34.8246,30,14541,2559,6270,2590,8.9366,INLAND,463883
-118.3877,41.5799,13,9028,1614,3169,1047,3.75,NEAR OCEAN,300901
-120.2533,34.4011,43,8705,1061,4108,1795,10.1674,<1H OCEAN,500000
-119.6283,41.4934,18,11789,2902,5013,2205,10.588,<1H OCEAN,500000
-114.6688,41.9013,23,764,107,210,57,14.0542,<1H OCEAN,500000
-122.7827,39.2402,15,9993,2589,3486,1538,3.0552,INLAND,261806
-118.3587,41.7728,33,9217,1922,3355,1085,10.6927,<1H OCEAN,500000
-119.1798,37.9037,21,13593,3550,8021,3041,13.76,INLAND,500000
-118.1009,34.9897,39,3870,871,2439,626,8.0219,INLAND,447913
-124.1649,36.6578,23,9417,1269,5617,2402,6.0652,<1H OCEAN,402365
-115.4369,38.1295,27,2451,631,1249,472,3.3905,INLAND,319048
-114.8238,33.237,45,13149,1743,5818,2203,13.135,NEAR BAY,500000
-118.5743,38.4,44,1004,206,496,213,6.5194,<1H OCEAN,419454
-117.2302,41.7731,18,10843,1637,6717,2362,13.9484,INLAND,500000
-114.9221,34.337,24,4831,1233,1328,441,12.8686,INLAND,500000
-117.122,40.0004,51,9783,2779,4084,1728,6.273,INLAND,455203
-122.7911,41.0842,47,1435,315,710,282,9.0348,NEAR OCEAN,500000
-118.4603,41.4208,40,6920,1487,3388,1490,1.3804,NEAR BAY,391139
-118.1494,41.5753,51,12424,3199,3430,1502,4.6851,INLAND,388274
-120.0154,37.4517,42,11672,1411,5174,1689,10.9438,INLAND,500000
-116.8235,41.7367,7,7106,2026,3893,1321,10.4908,INLAND,500000
-114.8008,39.6687,50,6216,966,2408,725,5.9472,INLAND,405329
-114.8907,34.0697,48,14652,4353,8009,3060,12.3205,<1H OCEAN,500000
-119.7424,37.0329,20,13115,3311,4327,1397,4.3017,NEAR BAY,482804
-123.1927,39.3023,27,13236,3432,8198,3338,7.4578,NEAR OCEAN,500000
-114.2849,34.875,6,3749,892,1563,428,7.6154,<1H OCEAN,436053
-115.7765,38.5718,27,12592,2580,5640,1541,5.7714,<1H OCEAN,500000
-123.0759,38.816,9,8138,1813,1348,392,14.3653,NEAR BAY,500000
-114.939,34.0794,45,4341,557,1020,272,10.7536,<1H OCEAN,500000
-115.4597,37.8618,31,7166,1664,3342,1249,8.5488,INLAND,433578
-119.0475,39.8033,21,9746,2267,3507,980,8.1472,<1H OCEAN,500000
-118.3072,37.2396,26,5535,1552,2236,630,3.2301,<1H OCEAN,346219
-120.2722,32.6638,40,5277,1113,957,241,6.2106,<1H OCEAN,484708
-123.7903,32.635,48,13447,1800,7625,3098,10.4188,INLAND,500000
-120.9243,35.9061,45,5811,1017,3151,1299,13.944,<1H OCEAN,500000
-116.1448,41.2562,13,10228,2434,2482,700,12.4305,INLAND,500000
-124.3027,34.6996,49,8289,1351,3872,1540,5.2055,INLAND,470441
-120.9416,38.513,23,3092,527,1728,581,7.0754,INLAND,403739
-120.2807,34.6375,20,10888,2914,5122,1525,2.1608,INLAND,213731
-118.8578,35.5737,37,10975,2471,3349,1253,2.4304,INLAND,295048
-114.9491,40.5216,28,10950,2316,5234,1495,7.5832,INLAND,411617
-120.8103,39.4013,17,5777,1024,1474,591,8.4231,INLAND,419868
-120.8041,33.4468,28,3818,960,1180,306,4.6964,INLAND,374986
-116.8127,36.5798,41,1759,302,474,209,9.999,NEAR BAY,500000
-119.7283,32.8242,2,6883,1739,2949,779,10.8473,INLAND,480083
-122.0545,37.0704,25,1707,226,348,127,5.1876,<1H OCEAN,387454
-119.7261,38.7769,50,12463,3435,7685,3307,11.6179,INLAND,500000
-122.9104,33.6639,41,2263,475,716,180,3.8785,<1H OCEAN,442680
-122.5473,35.2655,6,3842,764,996,348,8.6195,<1H OCEAN,500000
-119.2567,36.2897,11,2200,505,876,280,12.2599,INLAND,500000
-120.0686,41.1936,38,14778,3433,4263,1560,8.5181,NEAR OCEAN,500000
-115.0003,41.8866,6,14461,2079,6036,1781,13.7115,INLAND,500000
-120.6463,32.9722,45,13399,3431,4344,1142,1.819,NEAR OCEAN,430553
-118.4164,39.7035,11,1494,253,322,120,9.2364,INLAND,500000
-117.8883,36.0442,14,4265,1206,1206,402,8.8646,<1H OCEAN,454781
-124.2162,36.2391,2,14290,3818,5276,1975,10.2449,ISLAND,500000
-117.5686,39.6401,40,11144,2031,1840,537,12.6677,INLAND,500000
-122.5305,41.1832,3,8214,2179,4397,1397,11.1619,NEAR OCEAN,500000
-114.5279,41.4887,35,10145,1868,4675,1693,12.064,NEAR OCEAN,500000
-122.8307,37.975,33,12602,1741,5679,2093,5.0434,NEAR BAY,443749
-120.1125,35.9069,24,1803,528,762,247,6.425,<1H OCEAN,362227
-123.4777,39.953,19,1522,361,677,207,9.7749,<1H OCEAN,500000
-114.1619,34.9094,18,6156,1244,3800,1158,8.7485,NEAR OCEAN,500000
-119.2176,37.8523,49,14932,2860,2303,656,14.4555,INLAND,500000
-118.2652,35.9206,52,2641,471,459,144,3.6157,INLAND,374526
-123.6645,38.7223,24,1298,385,318,92,5.9179,<1H OCEAN,417997
-116.6854,34.8097,45,5273,760,1232,464,9.0186,<1H OCEAN,500000
-122.2048,34.351,35,9897,1748,2381,866,13.1515,INLAND,500000
-115.1719,41.1814,1,9518,1973,4625,1510,14.0109,<1H OCEAN,500000
-122.2535,33.507,36,8688,1790,3299,1039,5.7045,<1H OCEAN,428784
-122.4012,37.306,25,11441,2343,7389,2198,1.9395,<1H OCEAN,379260
-123.9765,34.626,45,10617,1609,2796,998,6.9027,<1H OCEAN,500000
-119.5255,32.9159,49,14850,2169,4535,1967,6.5208,NEAR OCEAN,500000
-118.5773,32.8886,43,13550,2247,8700,3368,14.8108,INLAND,500000
-123.6785,34.1971,34,12746,3627,7212,2876,7.0349,<1H OCEAN,500000
-116.4241,40.6976,25,3987,559,1534,639,5.2801,<1H OCEAN,393755
-119.7174,35.2053,16,14542,3727,6213,1990,6.1153,INLAND,389058
-118.9907,41.4843,34,2296,588,1312,344,6.557,<1H OCEAN,420940
-119.8454,38.0172,29,12001,3189,4686,1754,12.5016,NEAR OCEAN,500000
-120.2542,36.6542,19,2408,673,609,175,2.1342,NEAR OCEAN,315074
-118.6305,38.0028,23,6188,1035,3491,1270,5.4311,NEAR OCEAN,479470
-122.7634,37.407,19,375,60,157,62,14.5285,INLAND,500000
-122.4907,39.6825,25,7369,1501,1669,678,3.1434,INLAND,334633
-115.5426,35.2055,16,13488,2262,5432,1685,11.3964,INLAND,500000
-114.6807,35.8687,51,6214,1567,2215,780,5.9895,<1H OCEAN,500000
-120.5348,40.9545,9,10894,2554,6410,2398,9.145,<1H OCEAN,500000
-121.583,41.4467,1,12391,3438,2639,1092,2.3937,<1H OCEAN,345723
-117.7683,40.94,42,1867,251,1097,441,5.2898,INLAND,324925
-120.1727,36.4928,19,12763,3633,5183,2319,8.0121,<1H OCEAN,500000
-124.0906,39.8854,33,10937,1889,3851,968,4.2438,<1H OCEAN,380649
-122.7541,37.0276,34,9067,1888,2094,706,8.5862,INLAND,478502
-117.0328,37.2269,16,2023,402,1012,304,4.0766,ISLAND,426922
-117.6158,34.474,44,5347,1373,3279,898,10.1014,<1H OCEAN,500000
-124.0731,38.1066,40,1556,304,525,226,13.661,INLAND,500000
-122.0814,34.2997,18,3272,948,886,398,2.1968,<1H OCEAN,280361
-121.9884,35.6667,34,3459,977,1478,422,4.0326,NEAR BAY,453672
-117.4833,40.5873,25,6399,1772,3507,903,12.8219,<1H OCEAN,500000
-124.1486,34.4965,45,746,99,113,34,9.8417,NEAR OCEAN,500000
-123.286,33.2189,6,5431,1486,2529,1054,2.1019,<1H OCEAN,391198
-116.1749,33.1987,21,8165,2128,3660,1130,7.8089,NEAR OCEAN,498631
-122.5253,41.3934,6,2283,316,705,184,3.9366,<1H OCEAN,359733
-117.6789,37.3151,32,2240,312,841,219,3.7873,<1H OCEAN,439879
-121.9158,36.3985,41,4734,654,1294,434,14.169,<1H OCEAN,500000
-123.3337,40.1723,48,1952,238,1063,463,11.6616,<1H OCEAN,500000
-121.8648,40.4068,43,10007,2189,4675,1436,10.7472,NEAR OCEAN,500000
-116.9684,35.6726,39,2049,604,853,286,4.345,INLAND,375534
-115.6048,39.07,31,2842,565,984,266,2.66,INLAND,216676
-115.8652,39.7986,42,1800,391,532,185,13.1917,NEAR BAY,500000
-120.2908,38.7037,10,11788,3468,6617,2576,1.0823,INLAND,217425
-117.5222,33.975,30,14151,2348,5316,1617,6.4333,NEAR BAY,500000
-122.2551,40.7833,52,4602,1263,1844,570,4.8866,<1H OCEAN,439260
-121.354,37.6175,18,11997,2619,4923,2059,8.9853,NEAR BAY,500000
-115.1894,35.2052,24,3999,889,1496,377,4.5071,<1H OCEAN,355022
-124.2171,36.5471,52,818,148,227,85,5.3569,INLAND,376050
-123.4761,32.9032,9,1332,294,279,91,12.9006,INLAND,500000
-122.2254,33.7519,31,5691,757,1134,351,9.4446,INLAND,494753
-124.0788,39.7461,15,14892,3836,7873,3003,3.0396,INLAND,246323
-122.4957,32.5501,4,14716,2520,3852,1606,11.1706,INLAND,500000
-118.3913,36.4657,40,13867,3879,2466,891,3.9044,ISLAND,486422
-120.043,37.4616,9,5995,1116,3289,842,7.0621,NEAR BAY,466403
-115.2269,33.0636,45,10507,1530,2385,816,10.0525,NEAR BAY,500000
-115.9957,41.6969,9,10731,2631,4963,1700,4.807,NEAR BAY,500000
-120.8566,34.6756,26,11131,1665,3554,1275,6.3775,NEAR OCEAN,473147
-121.6987,35.4095,4,12668,3238,2701,1037,11.2781,NEAR BAY,500000
-120.4695,35.4071,17,7833,2304,2798,710,14.1308,NEAR OCEAN,500000
-118.3172,34.7159,16,14969,3896,2356,825,8.4094,INLAND,467301
-121.6104,32.5639,15,1687,209,962,353,1.1396,NEAR OCEAN,325044
-117.9712,39.4058,35,8048,1834,3273,1043,5.7385,NEAR BAY,500000
-120.1658,41.6383,52,5209,1277,1143,438,6.5809,INLAND,448492
-118.7081,34.6584,5,9949,2672,2671,789,5.7484,INLAND,296107
-119.8928,38.7826,5,2313,300,865,271,7.1078,<1H OCEAN,359747
-121.3406,39.5238,20,1244,256,304,134,9.8573,NEAR OCEAN,500000
-114.6568,40.5252,15,14123,3055,4015,1283,2.6958,NEAR BAY,401889
-116.5459,36.5227,18,2631,395,1097,350,4.8168,INLAND,320471
-122.918,35.3976,47,8179,1456,4631,1709,8.1071,<1H OCEAN,500000
-115.4743,35.6078,2,14126,2814,4957,2201,5.418,<1H OCEAN,404830
-119.3685,39.2486,29,1782,481,906,404,14.8752,INLAND,500000
-115.2077,40.2277,13,14574,4187,8574,3137,7.04,<1H OCEAN,486824
-116.1755,34.2572,4,1508,351,389,97,13.1772,INLAND,500000
-120.0043,36.0368,42,5117,977,2832,1218,13.5511,NEAR BAY,500000
-124.1204,41.0282,45,8993,1490,4754,1730,12.7041,INLAND,500000
-121.6041,40.1329,10,1820,540,597,192,1.6566,INLAND,260691
-118.8145,41.8077,31,13272,3941,8557,3558,14.2685,NEAR BAY,500000
-117.8759,39.6399,41,7703,2206,2166,714,2.8024,INLAND,355301
-121.7144,36.246,8,13699,3581,3800,975,1.4817,<1H OCEAN,277122
-122.9258,38.102,3,4966,887,2662,1102,6.8012,INLAND,312449
-115.817,38.7635,48,5562,1485,2043,733,3.7249,INLAND,348768
-114.2894,33.2875,46,5392,1043,1700,539,3.5788,NEAR OCEAN,391617
-118.9774,37.6683,9,6822,1219,1632,489,5.0295,NEAR BAY,500000
-122.5954,39.2176,30,6293,1598,3352,1236,4.4777,<1H OCEAN,411921
-121.567,34.1228,11,6904,927,3749,1093,10.5871,<1H OCEAN,500000
-124.162,39.8879,35,300,38,129,40,3.6149,<1H OCEAN,329687
-115.0059,38.0375,37,6857,1375,4310,1626,8.6037,INLAND,455404
-123.1466,41.5009,42,6075,1216,1877,800,14.81,NEAR OCEAN,500000
-118.458,32.9488,13,4471,1257,1161,413,7.0534,INLAND,441011
-121.5492,35.0441,36,437,62,213,85,9.9862,INLAND,455553
-118.6863,38.2046,13,7426,1055,3929,1581,14.5712,NEAR BAY,500000
-117.6925,35.3377,12,8232,1206,2160,827,2.9269,NEAR BAY,448208
-115.87,39.2656,37,5418,679,1020,305,6.8605,<1H OCEAN,426189
-122.2404,39.6846,10,4225,561,2345,992,12.9027,NEAR OCEAN,500000
-124.2376,33.5137,9,11310,2700,7218,2434,14.0523,INLAND,500000
-122.951,37.3802,52,6273,1240,2962,766,9.4173,<1H OCEAN,500000
-115.1518,37.3336,7,2742,705,792,236,3.0079,INLAND,288308
-115.4188,36.0212,2,10395,3104,6739,2716,13.6206,<1H OCEAN,500000
-118.2444,41.3195,23,1737,414,1036,273,3.4423,<1H OCEAN,356789
-118.2127,40.3286,39,954,123,387,108,5.9403,INLAND,415939
-117.5533,39.1038,40,11760,1632,6616,2572,6.2571,INLAND,414280
-122.5577,39.2647,39,10650,2966,5941,2545,7.2621,INLAND,442949
-115.0047,36.8901,21,13634,2930,8417,3171,12.0623,INLAND,500000
-120.0702,41.2073,23,7596,2039,4333,1275,12.23,<1H OCEAN,500000
-120.4343,39.0792,29,12057,3305,5688,1482,11.0752,INLAND,500000
-119.0467,39.4024,14,8023,2302,3647,1360,1.3098,INLAND,318801
-123.87,40.6499,26,5707,1660,2189,568,8.9078,INLAND,500000
-122.6506,35.1263,51,4435,975,2054,765,11.4649,NEAR BAY,500000
-116.8073,40.1365,5,740,134,405,119,7.2248,<1H OCEAN,433544
-123.5038,34.3853,31,5710,1673,3623,1561,14.2291,INLAND,500000
-118.1858,35.7962,25,8661,1892,3322,1146,12.5333,INLAND,500000
-121.8425,35.7047,31,8126,1069,3549,1046,9.9342,NEAR OCEAN,500000
-120.3714,41.7481,50,5331,1256,1985,834,1.874,NEAR OCEAN,439002
-121.3996,40.6014,20,14378,3246,6962,2094,10.1328,<1H OCEAN,500000
-120.715,39.141,44,11852,3333,5510,1715,13.7621,INLAND,500000
-117.0014,39.3843,17,11800,2803,1875,781,6.3122,<1H OCEAN,474634
-121.3134,37.8335,45,8897,1626,3741,1166,12.7339,NEAR BAY,500000
-118.5613,41.4527,2,1329,390,258,85,5.3843,<1H OCEAN,355698
-119.4848,37.2148,25,10471,2767,1708,545,8.9814,NEAR OCEAN,500000
-117.5673,36.1269,13,3345,780,1825,498,10.0779,<1H OCEAN,494602
-114.7756,34.0825,39,11634,2009,3249,837,10.4919,INLAND,500000
-116.8631,39.9403,28,14360,2688,4599,1816,13.3557,NEAR BAY,500000
-122.1533,39.4538,42,13580,3267,2472,936,4.2847,NEAR OCEAN,450851
-124.0313,36.1629,6,13300,1768,3188,977,4.6732,<1H OCEAN,401623
-121.6697,32.7868,3,8753,1454,4663,1441,10.8566,INLAND,479347
-118.2683,40.4366,35,3920,974,1555,682,3.4807,<1H OCEAN,375930
-123.8244,32.6573,18,9848,2032,5813,2601,7.4998,INLAND,439783
-119.2771,39.1648,11,13416,2581,4677,1612,1.2805,<1H OCEAN,365538
-118.2503,41.6704,20,4267,628,1213,497,2.9737,<1H OCEAN,319655
-120.934,36.664,5,4395,876,1423,565,10.5038,INLAND,474176
-116.4713,34.7588,19,10073,2606,5100,1578,11.4645,<1H OCEAN,500000
-123.2606,39.1758,22,14544,2436,6217,1627,2.6145,INLAND,312125
-123.5821,40.231,19,9444,1142,5686,1583,4.1879,<1H OCEAN,406353
-116.9079,37.6864,47,7481,1797,3374,1409,2.3847,<1H OCEAN,340649
-119.2861,41.6401,16,2709,799,1074,425,7.0678,INLAND,426829
-117.3145,33.0357,24,5216,1195,2831,1083,2.7656,<1H OCEAN,407588
-119.9061,37.2951,41,6733,953,4199,1159,7.1221,INLAND,486228
-121.8318,39.3035,4,4927,875,1615,610,11.2494,INLAND,500000
-115.9788,40.6588,15,881,243,242,97,10.5674,INLAND,386063
-116.18,34.235,25,14692,2378,6730,2840,4.9264,INLAND,386332
-117.2502,40.07,44,14870,3410,5939,1500,10.4327,INLAND,500000
-121.5687,37.7454,35,4132,795,2663,1030,13.988,<1H OCEAN,500000
-118.3178,36.2776,14,14795,2328,5639,1431,5.8653,NEAR OCEAN,445908
-120.6608,33.7881,49,10521,2802,1969,770,5.6077,NEAR BAY,497973
-123.414,40.6838,19,13241,3359,8456,3188,9.0001,<1H OCEAN,500000
-114.9751,34.0284,38,5760,1377,3293,920,4.437,INLAND,330511
-122.9517,35.462,36,4216,685,1008,406,10.1221,<1H OCEAN,500000
-114.6386,35.2764,7,7539,1037,4540,1197,12.6517,<1H OCEAN,500000
-119.7918,40.7413,30,11694,2616,3745,1555,7.4305,<1H OCEAN,500000
-122.4579,38.8734,19,919,201,311,94,10.5131,INLAND,438704
-118.8118,40.0388,49,274,42,165,63,10.1264,<1H OCEAN,482874
-115.4285,34.9044,25,9685,1260,4019,1747,1.5413,NEAR BAY,407421
-116.8667,38.4238,16,10314,1387,2257,717,3.5678,INLAND,395744
-116.1069,37.9244,47,4357,1301,1457,510,13.5094,<1H OCEAN,500000
-117.6172,40.3786,40,13361,3487,6828,2339,14.1445,NEAR OCEAN,500000
-117.2749,41.0672,51,8711,2490,2065,581,11.9262,<1H OCEAN,500000
-115.6712,32.6643,8,2349,364,1045,384,13.8975,INLAND,500000
-121.7984,38.8858,18,9844,2883,4898,1952,5.2861,INLAND,401201
-119.3481,33.0373,28,13361,1946,4301,1863,4.468,<1H OCEAN,441376
-122.0892,37.7093,16,14233,3012,7072,2971,6.3802,<1H OCEAN,472522
-114.256,35.2537,52,14790,3983,8757,3082,1.7748,<1H OCEAN,398162
-114.7017,35.4337,19,9947,1819,3840,1512,12.3382,<1H OCEAN,500000
-123.9471,35.8678,42,6913,1358,2360,967,14.7785,<1H OCEAN,500000
-117.139,38.3901,17,4407,630,1214,423,12.5364,NEAR BAY,500000
-114.894,35.6901,45,11424,1623,5164,1410,8.7697,<1H OCEAN,500000
-122.5045,39.4374,13,7341,1699,4330,1461,5.1339,<1H OCEAN,417229
-118.5456,36.3526,7,8852,2138,2764,1156,3.7678,NEAR BAY,412320
-114.9937,33.1925,27,9278,2411,3229,1192,6.0969,INLAND,414090
-124.0031,39.9173,10,11925,2625,4213,1663,10.3376,INLAND,495392
-117.2224,35.2361,34,4136,977,1780,510,7.2589,<1H OCEAN,491119
-121.3111,36.618,36,9507,1163,2511,1112,14.0768,INLAND,500000
-114.9027,38.9932,25,1275,190,715,236,12.9591,<1H OCEAN,500000
-114.4258,35.6751,6,4076,1211,1213,461,2.4336,INLAND,252022
-114.6996,33.0819,24,4815,643,2420,614,2.8414,NEAR BAY,434557
-119.5035,36.0649,18,13299,3220,5407,1489,10.4673,INLAND,500000
-115.5399,41.4278,23,7465,1132,3306,1343,4.2308,<1H OCEAN,438774
-115.7187,38.5823,6,6579,1638,1577,699,12.0744,INLAND,500000
-121.0888,38.8619,29,10316,2548,5338,1676,9.279,INLAND,500000
-115.8785,38.4935,25,14092,2285,3442,886,4.2176,INLAND,342806
-123.9718,34.4205,17,9318,1570,1926,620,7.7016,INLAND,500000
-118.2561,36.4823,46,4852,1154,2054,520,6.6851,INLAND,424111
-121.9993,39.6088,24,6992,1329,3528,1017,13.2242,INLAND,500000
-123.1178,33.5029,11,10673,1654,1867,747,1.4503,NEAR BAY,365432
-123.5635,35.1618,26,9447,2377,1744,762,13.5418,NEAR OCEAN,500000
-117.2339,35.1474,51,7656,1131,4221,1129,10.1292,<1H OCEAN,500000
-120.8765,36.611,34,4874,1335,2702,976,11.3255,INLAND,500000
-116.9429,41.7655,28,741,157,202,60,1.0365,<1H OCEAN,248510
-123.6821,33.1845,3,2361,328,1080,300,9.7954,NEAR OCEAN,500000
-121.1277,37.4258,11,2451,600,910,267,9.2388,<1H OCEAN,497170
-118.8364,34.236,38,9444,2015,4404,1609,8.5209,INLAND,500000
-116.2688,41.6744,14,4769,828,2772,729,12.0021,NEAR OCEAN,500000
-121.0923,33.6151,51,2944,577,559,188,8.7822,<1H OCEAN,500000
-117.9534,36.3438,26,14788,2568,7970,2208,12.9994,NEAR OCEAN,500000
-115.2953,39.4861,48,12261,2051,4861,1480,4.2568,INLAND,441769
-118.0559,39.1728,21,13392,2001,5786,1667,12.2838,INLAND,500000
-121.9692,36.5236,39,6241,1156,2976,1269,3.5104,INLAND,383732
-124.1006,35.8073,30,12873,2126,7869,3081,12.3836,NEAR BAY,500000
-115.4576,36.2876,8,12549,3049,2238,948,14.1665,<1H OCEAN,500000
-124.1326,35.0342,51,13002,3160,2141,699,5.6997,INLAND,420862
-115.4105,34.4801,20,12917,2716,3088,965,8.4184,INLAND,500000
-118.9443,37.0906,48,4875,1267,3135,1022,10.2166,NEAR BAY,500000
-114.7527,35.0742,32,1760,477,893,226,2.1126,INLAND,241257
-116.1864,35.2521,22,12154,2726,5558,2195,7.9171,INLAND,431036
-114.1511,38.7235,7,1364,315,236,75,6.0482,NEAR BAY,500000
-120.7657,41.6543,9,5619,960,3312,1035,13.2144,NEAR OCEAN,500000
-116.5093,38.2242,45,2922,821,1625,600,13.2735,INLAND,500000
-120.2423,33.2736,1,10750,1336,5185,1748,10.8109,<1H OCEAN,500000
-119.4457,33.2605,29,670,122,214,95,10.1801,INLAND,500000
-117.9369,41.4934,8,9808,2451,1816,583,11.2716,INLAND,496341
-115.421,35.3445,4,14153,1902,6227,2321,6.1238,INLAND,393921
-114.2927,33.4154,35,1668,255,850,265,6.6633,<1H OCEAN,460539
-116.4982,38.181,3,8125,1836,1601,717,8.7519,<1H OCEAN,471197
-120.0804,38.4123,45,1008,222,470,159,14.1324,INLAND,500000
-120.0437,38.6459,40,8563,2166,2510,945,11.136,<1H OCEAN,500000
-116.8119,35.0636,7,6919,1842,3681,1013,8.7138,<1H OCEAN,485220
-121.9097,32.692,27,12518,1791,5255,2084,11.7858,INLAND,500000
-123.221,41.6211,1,12534,1545,2688,816,6.1925,NEAR OCEAN,396444
-120.7258,34.9084,27,12617,3080,5214,1771,11.2265,INLAND,500000
-121.4144,38.9046,16,10791,1880,3753,1601,6.7495,<1H OCEAN,437941
